    BXA nested sampling keep shorter 
    burst: bn080916009
    data: GBMwLAT
    model: grbm 
    prob                        cstat                      alpha                        beta                      enaught                    norm
    0.647723480363732173E-90    0.734698029626610150E+03   -0.113082785490717797E+01   -0.208874162971545729E+01    0.774815987502974622E+03   -0.182685014790152245E+01
    0.672448061277740005E-90    0.734620607629113351E+03   -0.126525485294541795E+01   -0.259766592232154370E+01    0.394573738974376920E+04   -0.191440155029723691E+01
    0.676358760404423314E-90    0.734606510089651920E+03   -0.113647460375032416E+01   -0.257011366529855145E+01    0.165582408688253622E+04   -0.186666048347597169E+01
    0.730781920306001968E-90    0.734449227212287383E+03   -0.123660789904101875E+01   -0.227732608587098007E+01    0.123163175168665657E+04   -0.189556194554457669E+01
    0.803667714163151998E-90    0.734256585595680690E+03   -0.117615379173142642E+01   -0.247181349979502052E+01    0.219469141482962596E+04   -0.191398191218976521E+01
    0.847214424379373403E-90    0.734148549741326974E+03   -0.113783924694070926E+01   -0.254290820488501090E+01    0.141540390324615487E+04   -0.185554703103453988E+01
    0.978757685156988922E-90    0.733857389182925772E+03   -0.109391379710445058E+01   -0.248864181958552866E+01    0.133485880363088563E+04   -0.187107726113019091E+01
    0.105798327255938844E-89    0.733699217777782792E+03   -0.120793532590278296E+01   -0.261426605352618413E+01    0.292312103269032150E+04   -0.190803467398762727E+01
    0.163668338393824489E-89    0.732824103088924176E+03   -0.120472421514704919E+01   -0.267184751929995734E+01    0.272266055809748468E+04   -0.188527740659258747E+01
    0.176157253753156254E-89    0.732674533028810743E+03   -0.126426489701076861E+01   -0.248623001588684556E+01    0.190290796235236348E+04   -0.188156728791352812E+01
    0.188925577585235698E-89    0.732532080859266898E+03   -0.112074413291613517E+01   -0.240842515592567530E+01    0.980864185574167664E+03   -0.176743912001052550E+01
    0.202873156923568610E-89    0.732387125313500178E+03   -0.759862137555744610E+00   -0.216100202065070413E+01    0.291696283503176346E+03   -0.161591509346372497E+01
    0.222437952178003003E-89    0.732200490803310458E+03   -0.127657291037539267E+01   -0.227511243620864168E+01    0.200964159670420781E+04   -0.191350663129365195E+01
    0.241852288849060822E-89    0.732030632869222018E+03   -0.848223247833686855E+00   -0.226796469841160508E+01    0.508704294133932933E+03   -0.177906954202220646E+01
    0.255212107853943772E-89    0.731920597205682725E+03   -0.124101227874153075E+01   -0.228002152116819445E+01    0.226082228440097333E+04   -0.186568594944126431E+01
    0.378867174860124694E-89    0.731127915832419035E+03   -0.127951581320384022E+01   -0.221768620079949130E+01    0.193705903036221002E+04   -0.186878656434646473E+01
    0.391223608486241467E-89    0.731061228625048670E+03   -0.130079842493316633E+01   -0.248236269437880352E+01    0.327413590766975085E+04   -0.191806711792873053E+01
    0.435108082057721794E-89    0.730846098266056515E+03   -0.112090611136802032E+01   -0.247242929285729662E+01    0.210636103431595757E+04   -0.187328271378372690E+01
    0.566570872723122233E-89    0.730315582837609895E+03   -0.129957137991975813E+01   -0.228803422330919304E+01    0.175287209632416057E+04   -0.190159038643306744E+01
    0.587419205595584709E-89    0.730240809767169026E+03   -0.118344905278052792E+01   -0.222807595582878992E+01    0.990568837074181374E+03   -0.176948078247401064E+01
    0.634138233459150007E-89    0.730085253266473501E+03   -0.124148820419904204E+01   -0.217311865010999483E+01    0.134432109914257171E+04   -0.189125853469919925E+01
    0.731969775200512244E-89    0.729795808750712240E+03   -0.113181987346840351E+01   -0.242609518052943063E+01    0.180374669146163114E+04   -0.190354728959351149E+01
    0.813965828565733501E-89    0.729580950424565799E+03   -0.117628915505970966E+01   -0.229269864780356869E+01    0.171628997546253777E+04   -0.182518212080207753E+01
    0.834540877964436203E-89    0.729528523741749495E+03   -0.105446677286365365E+01   -0.228147569346941825E+01    0.120712054403922707E+04   -0.185773471771858567E+01
    0.834096184079178932E-89    0.729527089746828551E+03   -0.113501737255866431E+01   -0.250853342229171261E+01    0.157407632980043923E+04   -0.188420319226130495E+01
    0.833693361062491313E-89    0.729525555871183201E+03   -0.842203859898065232E+00   -0.226545270498906959E+01    0.491170756965828389E+03   -0.177579707058002434E+01
    0.863624973426101117E-89    0.729452509963433045E+03   -0.102932616229389318E+01   -0.210443593953944941E+01    0.566421553511949583E+03   -0.182428409248206691E+01
    0.927389819802610415E-89    0.729307539205991475E+03   -0.125875870940699564E+01   -0.249508057824128393E+01    0.262937743817446972E+04   -0.183495535542433608E+01
    0.106597870529525341E-88    0.729026489938999703E+03   -0.124804429324382937E+01   -0.257845092335442061E+01    0.224933009235060854E+04   -0.184623924859632993E+01
    0.121069474990710034E-88    0.728769387900924016E+03   -0.127577321238129571E+01   -0.257004456963423777E+01    0.248905345690225931E+04   -0.187694721996131264E+01
    0.139189997493202458E-88    0.728487937233063576E+03   -0.127173880839307607E+01   -0.256305990957870122E+01    0.416291457804132369E+04   -0.190013025435398575E+01
    0.182458081627759192E-88    0.727944076095664627E+03   -0.122978037562009135E+01   -0.259003240766033471E+01    0.374686834693645460E+04   -0.189339046986395054E+01
    0.186809231795160313E-88    0.727894441118885311E+03   -0.110736739516001848E+01   -0.256159115733895959E+01    0.169021512357091024E+04   -0.186000683511828768E+01
    0.199507243047284405E-88    0.727760415926177870E+03   -0.116749449624919954E+01   -0.216332422386019019E+01    0.839034580251016564E+03   -0.187551794318165932E+01
    0.208927862231062353E-88    0.727665638938331881E+03   -0.763020650652931565E+00   -0.224445768779464228E+01    0.369687988335591342E+03   -0.172453321789352465E+01
    0.210441972729740758E-88    0.727648697107265662E+03   -0.859720311930892933E+00   -0.220340756359942791E+01    0.270252943618621089E+03   -0.169559471836915598E+01
    0.212534848875933985E-88    0.727626405070264354E+03   -0.120573173492345376E+01   -0.256199065125762271E+01    0.170879750053744669E+04   -0.184536891641369571E+01
    0.306155998098677164E-88    0.726893927470006929E+03   -0.104467473161329316E+01   -0.239707352139849039E+01    0.128342411010630508E+04   -0.182520499711786854E+01
    0.333273402313360341E-88    0.726721690647343735E+03   -0.132790704169894269E+01   -0.246102749306282753E+01    0.343345275733689823E+04   -0.190231661227045734E+01
    0.342625050047072498E-88    0.726663843608137540E+03   -0.120937445599536808E+01   -0.253988616706456050E+01    0.322726910026159612E+04   -0.187005332014065573E+01
    0.356048377606424639E-88    0.726584483781977610E+03   -0.126858075721190033E+01   -0.253664147019715891E+01    0.333816725255632173E+04   -0.185302299585642416E+01
    0.401356326000877631E-88    0.726342417757003432E+03   -0.121812978526102356E+01   -0.266610631737152914E+01    0.271817218459933429E+04   -0.188345465760705011E+01
    0.411892093350499107E-88    0.726288094198118756E+03   -0.113110715518962479E+01   -0.230196110612770344E+01    0.169581048431390991E+04   -0.186151825607087140E+01
    0.414837605840661310E-88    0.726271342744680169E+03   -0.130785174396770820E+01   -0.226550083105410582E+01    0.161584288113978323E+04   -0.184404554939493970E+01
    0.417784569352085647E-88    0.726254685178835530E+03   -0.114758321271150621E+01   -0.257341314167239865E+01    0.249655504735414706E+04   -0.187255908801524207E+01
    0.431908946440051832E-88    0.726185687421724310E+03   -0.120856288947393686E+01   -0.239670767610980384E+01    0.132362144593634684E+04   -0.179311831575054903E+01
    0.438772242447331978E-88    0.726151656072458877E+03   -0.130826073674519527E+01   -0.243989715685577391E+01    0.374139752025705639E+04   -0.190095374296474873E+01
    0.438504060317106345E-88    0.726150378866863548E+03   -0.106599767269606360E+01   -0.243766657498514316E+01    0.147511581144834690E+04   -0.183638080017041538E+01
    0.447994957975167033E-88    0.726105053053858569E+03   -0.128859397858798097E+01   -0.231204229192676269E+01    0.136636933593330082E+04   -0.183112648739936112E+01
    0.491642114892840442E-88    0.725916614923426778E+03   -0.115317160020679843E+01   -0.256855783470745536E+01    0.188517528145637630E+04   -0.182840058157636776E+01
    0.496495894823522010E-88    0.725894466579081381E+03   -0.128261353004931422E+01   -0.264564396742966323E+01    0.379923505079328743E+04   -0.187104719538274367E+01
    0.599223739567648043E-88    0.725515846909143761E+03   -0.130868568477499281E+01   -0.230879975243112590E+01    0.154333481242083189E+04   -0.185633008839662850E+01
    0.772676836619657273E-88    0.725004895214936596E+03   -0.107073539771210058E+01   -0.223165138208873604E+01    0.426646224015060000E+03   -0.168813951921381111E+01
    0.775886243772967203E-88    0.724994105176799849E+03   -0.128709882282474908E+01   -0.236753026625855423E+01    0.259709160304230863E+04   -0.191960921874636092E+01
    0.838073035672927739E-88    0.724837406506671869E+03   -0.130972916733278133E+01   -0.230446684881337838E+01    0.228302331566094108E+04   -0.185647932041108277E+01
    0.850878347206562333E-88    0.724804578678320581E+03   -0.131986023686597065E+01   -0.254505890917794275E+01    0.360810913926128978E+04   -0.189349120731408860E+01
    0.899861237062643173E-88    0.724690135868731090E+03   -0.113764108360711091E+01   -0.236724888934026101E+01    0.120671016562330146E+04   -0.189127137102591547E+01
    0.100044730019807139E-87    0.724475712051179926E+03   -0.105039637766639515E+01   -0.243311177788625432E+01    0.138060047581785830E+04   -0.184158711244122841E+01
    0.113148834413600196E-87    0.724227038681980730E+03   -0.126439547154936704E+01   -0.247599152285513568E+01    0.365095546443132434E+04   -0.190736838265180353E+01
    0.117704042746140187E-87    0.724145600100410320E+03   -0.129538750327410312E+01   -0.257094420563731596E+01    0.401990348827854496E+04   -0.187551184686821060E+01
    0.120643093353572694E-87    0.724093773733285730E+03   -0.113502963068491525E+01   -0.223829253416151630E+01    0.554247553457872868E+03   -0.172403047698339762E+01
    0.147105569710211512E-87    0.723694645842897785E+03   -0.120837853072360701E+01   -0.246794585390244237E+01    0.240352864086619002E+04   -0.191854281086630962E+01
    0.154528525948385194E-87    0.723593689397004027E+03   -0.126371511349144150E+01   -0.266884300115312190E+01    0.408395981934636166E+04   -0.188111440856193823E+01
    0.176761246316219131E-87    0.723322346961268750E+03   -0.905835189121940942E+00   -0.236222079515315375E+01    0.589878165093092207E+03   -0.178034913294396446E+01
    0.183779956284703670E-87    0.723241968519124043E+03   -0.127328504573852541E+01   -0.246635380612871025E+01    0.371731954778739828E+04   -0.189023625430900033E+01
    0.184322754247216333E-87    0.723233570183247593E+03   -0.101356307785460231E+01   -0.228825419703480470E+01    0.101718357664664882E+04   -0.185207522493607613E+01
    0.210270027498900521E-87    0.722967661723615720E+03   -0.123978782457792036E+01   -0.259008177535499229E+01    0.218876122955010351E+04   -0.185318378915384585E+01
    0.233014119796045706E-87    0.722759748720109201E+03   -0.113099973653606867E+01   -0.235990436834734751E+01    0.164533637606009620E+04   -0.182009052700273521E+01
    0.235750511351819792E-87    0.722733898642426539E+03   -0.127939448608117168E+01   -0.263239032781638649E+01    0.430537660660445908E+04   -0.189720457377736729E+01
    0.356992788774113206E-87    0.721901515659407778E+03   -0.960988662556086837E+00   -0.216170998441680240E+01    0.598738313858045558E+03   -0.182242125087199902E+01
    0.369674930828710141E-87    0.721829198715242910E+03   -0.127077549311308147E+01   -0.249113608024670441E+01    0.372180152039973518E+04   -0.191101616982322220E+01
    0.425680711563102389E-87    0.721544567699777758E+03   -0.119590712877963412E+01   -0.257796326195562120E+01    0.255857163416287131E+04   -0.190599954514948422E+01
    0.490279147885430186E-87    0.721259496986623844E+03   -0.119370987450766641E+01   -0.261403507473653374E+01    0.319480263743107798E+04   -0.187883253973858011E+01
    0.544034988151850091E-87    0.721048919701047680E+03   -0.127438680276492811E+01   -0.264156316196614505E+01    0.354877321486663868E+04   -0.186557448577605811E+01
    0.653558033883032609E-87    0.720679584155856105E+03   -0.117977130027052013E+01   -0.257545111536537874E+01    0.277538021277003099E+04   -0.185771335762885137E+01
    0.699817883524426724E-87    0.720540306553933192E+03   -0.127258205017108850E+01   -0.232581159955038075E+01    0.122977757356709822E+04   -0.186014621092469845E+01
    0.704779577149783180E-87    0.720523676628734620E+03   -0.124738410523166365E+01   -0.251019070406362932E+01    0.250991565595303700E+04   -0.191306267276805109E+01
    0.787725867397119678E-87    0.720298646532897578E+03   -0.126434994200110040E+01   -0.251617439458531145E+01    0.387990263848119912E+04   -0.189535117908310546E+01
    0.840510755096407722E-87    0.720166427325861832E+03   -0.125492995403098817E+01   -0.263324362420950031E+01    0.323370486768026376E+04   -0.185590923316379985E+01
    0.881175959884657563E-87    0.720069432156645121E+03   -0.117078525693779589E+01   -0.257758687673937192E+01    0.207340026301236412E+04   -0.183179293216209871E+01
    0.103402324861133364E-86    0.719747021745602751E+03   -0.124453832902499784E+01   -0.251302905436247759E+01    0.286513916791019619E+04   -0.191940445096937573E+01
    0.103806180587749394E-86    0.719736725613158796E+03   -0.125244635342156840E+01   -0.260282526640138023E+01    0.342783422222702347E+04   -0.185680037422904221E+01
    0.121058677548738457E-86    0.719426725904603472E+03   -0.123281030874117015E+01   -0.253998606273078664E+01    0.356703958360277056E+04   -0.190342566233448807E+01
    0.133826593478646848E-86    0.719223686870764936E+03   -0.757167207991999547E+00   -0.216429162718874135E+01    0.332134077675230401E+03   -0.166434703138568452E+01
    0.168864309100611147E-86    0.718756085662161695E+03   -0.121380845403682436E+01   -0.253949338850501416E+01    0.323537891533774291E+04   -0.190765999519359575E+01
